AI and Machine Learning,Bioinformatics,Cybersecurity,Data Sciences,Software Engineering,Robotics,Synthetic Biology,Pharmacology and pharmaceuticals,Regenerative Medicine & Tissue Engineering
activation function,Amino acid,access control,bag of words,Agile development,Actuator,Active Pharmaceutical Ingredient,Active Immunity,Admixed embryo
active learning,Anticodon,Admin privilege,Bayes Theorem,Agile methods,Agent Based Systems,Antibody,Active Site,Allogeneic
agglomerative clustering,Antigen,Antivirus,Bayesian network,Alpha testing,Agricultural Automation,Antigen,Adverse Drug Reaction,Allograft
artificial general intelligence,Bioinformatics,Asymmetric encryption,Behavioural analytics,Anti patterns,Assembly Robot,Artemisinin,Agonist,artificial cells
artificial intelligence,Carboxyl group,Authenticated encryption,Big data,Apache Subversion,Automaton,Autoimmune Disease,Allergic Response,artificial chromosomes
augmented reality,cDNA,block cipher,bigram,Automated program repair,Autonomous Agents,Biobricks,Allergy,Artificial organs
backpropagation,Chromatin,Botnet,data analysis,Beta testing,Autonomous systems,Biohacking,Allosteric modulator,Autograft
Bayesian neural network,Chromosome,Browser fingerprinting,Data analyst,Bytecode,Autonomous Technology,Biopharmaceutical,Analgesic,Autologous
binary classification,Codon,Brute force attack,Data analytics,Class diagram,Autonomous vehicle,Bioreactor,Anesthetic,Bacterial artificial chromosome
bounding box,Cytoplasm,Catfishing,data augmentation,Code bug,Autonomous Vehicle Navigation,Biosensor,Antibiotic,Bioartificial organs
calibration layer,Cytosine,Cipher,data engineer,Code documentation,Bionics,Cell Line,Antibody,biobanking
classification model,Deoxyribonuclease,ciphertext,Data governance,Code refactoring,Cartesian coordinate Robot,Cell Strain,Antibody Production,biological specimen banks
confusion matrix,deoxyribonucleic acid,Clickjacking,Data lake,Code smells,Climbing Robots,Codon,Bacteria,biorepository
convolutional filter,DNA fingerprinting,Cloud security,Data mining,Code style,Cloud robotics,DNA,Bioassay,biospecimen
convolutional layer,DNA polymerase,Computer Network Attack,Data modeling,Data modeling,Cobots,DNA Synthesis,Bioavailability,Blastocyst
convolutional neural network,DNA sequencing,Computer virus,Data pool,Database management system,Cognitive Control Architectures,Drug Delivery,Biologics,cell assays
decision tree,Enzyme,Computer worm,data science,Debugging,Cognitive Modeling,Drug Product,Biopharmaceutics,Cell based medicinal product
deep neural network,Gel electrophoresis,Credit Card Fraud,Data Set,Delta debugging,Collaborative Robot,Fermentor,Bioreactor,cell chips
dimension reduction,Gene expression,Crimeware,Data visualization,Design patterns,Collision Avoidance,Gene Drive,Biotech,Cell culture
deep q-network,Genetic engineering,Crypojacking,Data Warehouse,Docker,"Compliant Robot
",Gene Expression,Biotransformation,cell fusion
empirical risk minimization,Genotype,cryptographic system,Data wrangling,Event driven language,Controlled robot,Genetic Engineering,Biotranslocation,cell microarrays
epsilon greedy policy,Guanine,Cryptography,dataset,Executable code,Controlled robot dynamics,Genetically Modified Organism,Body weight,cell sorting
exploding gradient problem,Immunoglobulin,Cryptosystem,Deep Learning,Explicit declaration,Cyborgs,Genome,Carcinogenicity,Cell therapy
feature engineering,Meiosis,Cyber Crime,divisive clustering,Firebase,Cylindrical coordinate Robot,Glycosylation,Central Nervous System,Cell transplantation
feature extraction,Messenger RNA,Cyber security,feature engineering,Full stack developer,Developmental Robotics,Immunotherapy,Cheng-Prusoff equation,cell-based imaging
feature set,Mitosis,data breach,feature extraction,Git,Domestic Robotics,Kozak Sequence,Chromatography,cellular engineering
feature vector,mRNA,Data protection,feature set,Github,Downtime,Metabolite,Clinical Design,cellular imaging
federated learning,Mutagen,Decipher,feature vector,Haskell,Embodied Cognitive Science,Molecular targeted drug,Clinical Supply,cellular models
feedforward neural network,Nuclease,Denial of service,Hadoop,High level language,End effector,Nucleic Acids,Clinical Therapeutic Index,cellular reprogramming
fully connected layer,Peptide,Diffie Hellman key exchange,imbalanced dataset,Human computer interface,Epigenetic Robotics,,Concentration response curve,cryobiology
generative adversarial network,Peptide bond,digital forensics,Machine learning engineer,IDE,Evolutionary Robotics,,Contamination,cryonics
gradient descent,Polymerase chain reaction,Digital signatures,machine learning model,Implicit declaration,Factory Automation,,Dealthcare,Cryopreservation
hyperparameter,rDNA,Distributed Denial of Service,Markov Chain,Independent testing,Field Robots,,Desensitization,Cytoplasmic hybrid embryos
input layer,restriction endonuclease,Encipher,matplotlib,Intermediate code,Force Feedback,,Dissolution Time,embryonic stem cell
Kernel Support Vector Machines,Restriction enzyme,Encryption,naive Bayes classifier,Interpreter,Forward Kinematic Solution,,Dose,extracorporeal
latent dirichlet allocation,RNA,firewall,neural network,Jackson Structured Programming,Forward Kinematics,,Dose-Duration Curve,flow cytometry
learning rate,Transfer RNA,Firmware,PageRank,Java,Gripper,,Drug Delivery,Foetal stem cell
machine learning,tRNA,Forward secrecy,pivot table,JavaScript,Haptic feedback,,Electrophoresis,Gene therapy
model training,,Hacker,posterior distribution,JUnit,Human centered Automation,,Emergency Medicine,Genotype
multinomial classification,,Hacktivist,predictive analytics,Machine code,Human centered Robotics,,Endocrinology,Heterologous use
natural language processing,,HTTP Secure,predictive modeling,Module library,Human robot,,Enzyme,Heterotopic
natural language understanding,,HTTPS,Predictive Modelling,Mutation testing,Humanoid,,Ethical Pharmaceutical,Homologous use
neural network,,Human centred security,preprocessing,NoSQL,Humanoid Robot Systems,,Food and Drug Administration,Homotopic
Output layer,,Information security,Prior distribution,Object oriented design,Industrial robot,,Habituation,human tissue engineered product
overfitting,,keylogger,Reinforcement learning,Object-oriented language,Intelligent robot,,Hormone,hybridoma
perceptron,,malicious software,supervised learning,Pair programming,Intelligent systems,,Immunology,image cytometry
pre-trained model,,Malware,support vector machine,Penetration testing,Intelligent Transportation Systems,,Infectious Disease,immortalizing oncogene
proxy labels,,Message authentication,Test set,Portable code,Inverse kinematics,,Infusion Kinetics,immunohistochemistry
random forest,,Multi factor authentication,Training set,Portable software,Jacobian matrix,,Insulin,Laser Capture Microdissection
Rectified Linear Unit,,National Cybersecurity Strategy,trigram,Procedural language,Joint,,Kinase,laser tweezers
recurrent neural network,,National Security Agency,Unstructured data,Program analysis,Joint Interpolated Motion,,Lyophilisation,microdissection
reinforcement learning,,Network security,unsupervised learning,Program repair,Joint Motion Type,,Lyophiliser,microimaging
scikit learn,,Password protection,Validation set,Programming team,Joint Space,,Microbial Barrier,micromanipulation
semi supervised learning,,Phishing,,Revision control,Kinematics,,Molecular Diagnostics,microtissues
semi supervised machine learning,,Plaintext,,Scripting language,Logistics,,Mutagenesis,nuclear transfer
sentiment analysis,,Privacy,,Scrum,Marine Robotics,,Nonrenal Clearance,optical trapping
sigmoid function,,Private data,,Scrum development,Material Processing Robot,,Obstetrics,optical tweezers
squared hinge loss,,Private key infrastructure,,Scrum master,Medical Robots,,Partial agonist ,organotypic
stochastic gradient descent,,Public key infrastructure,,Singleton pattern,Mining Robotics,,Pharma,organotypic models
structural risk minimization,,ransomware,,Software bug,Motion Axis,,Pharma Resources,plasmid
supervised learning,,ReCAPTCHA,,Software deployment,Motion Planning,,Pharmaceutical Development,Regenerative medicine
supervised machine learning,,Rootkit,,Software development environment,Nanobot,,Pharmaceutical Research,Scar tissue
Support Vector Machines,,Routing security,,Software development process,Neurorobotics,,Pharmaceuticals,single cell analysis
Tensor Processing Unit,,Scareware,,Software engineering,Offline programming,,Pharmaceutics,site-directed mutagenesis
TensorBoard,,Security,,Source code,Path Planning,,Pharmacodynamics,small intestinal submucosa
TensorFlow,,Social engineering,,Source code management,Pathfinding,,Pharmacogenetics,Somatic cell nuclear transfer
TensorFlow Serving,,Software security,,Source control,PLC,,Pharmacokinetics,stem cell
test set,,Software Vulnerability,,SQL,Program robot,,Pharmacological,synthetic lethal screening
Training set,,spear phishing ,,SVN,Programmable Logical Controller,,Pharmacology,Tissue
transfer learning,,Spoofing,,Symbolic execution,Rehabilitation Robotics,,Pharmacovigilance,tumoroid
underfitting,,spyware,,Systems analyst,Revolute Joint,,Potency,Ventricular assist device
unsupervised learning,,SQL Injection,,Systems developer,Robot,,Preclinical Studies,Xenogeneic
unsupervised machine learning,,SSL certificate,,Systems specification,Robot controller,,Proteomics,xenograft
validation set,,Symmetric encryption,,Test driven development,Robot Coordinate System,,Toxicology,xenotransplantation
vanishing gradient problem,,TOR,,UML,Robot dynamics,,Vaccination,
Wasserstein loss,,Transport layer security,,Unified Modeling Language,Robot Integrator,,Vaccine,
,,Trojan,,Unit testing,Robot joint,,Yeast Artificial Chromosome,
,,two factor authentication,,Version control,Robot kinematics,,Zoonosis,
,,Unenciphered message,,Visitor pattern,Robot motion planning,,,
,,Virtual Private Network,,Waterfall model,Robot programming,,,
,,Virtual Warfare,,,Robot Programming Language,,,